month,group,district,count
2013-06,LIQUOR VIOLATIONS,F,9
2013-11,MISCELLANEOUS MISDEMEANORS,W,29
2011-02,ARREST,O,22
2013-12,BIKE,D,9
2013-07,PROSTITUTION,O,1
2012-07,FALSE ALARMS,J,67
2012-11,HAZARDS,W,16
2012-05,ANIMAL COMPLAINTS,E,3
2011-07,DISTURBANCES,C,220
2012-09,PROWLER,U,4
2013-08,CAR PROWL,C,39
2013-05,DISTURBANCES,L,161
2011-05,HAZARDS,L,5
2012-11,ANIMAL COMPLAINTS,R,3
2011-12,CAR PROWL,S,22
2012-01,"THREATS, HARASSMENT",E,16
2012-02,PROPERTY DAMAGE,S,18
2011-03,AUTO THEFTS,B,12
2012-08,ARREST,S,19
2012-06,CAR PROWL,D,74
2011-01,SHOPLIFTING,D,17
2012-04,"THREATS, HARASSMENT",B,10
2011-02,TRESPASS,U,17
2012-08,TRAFFIC RELATED CALLS,M,231
2011-08,ROBBERY,L,3
2011-09,HARBOR CALLS,K,1
2011-10,PROWLER,O,2
2013-07,BURGLARY,G,17
2011-12,AUTO THEFTS,K,15
2013-02,ASSAULTS,Q,10
2012-11,AUTO THEFTS,W,21
2012-05,LIQUOR VIOLATIONS,G,16
2011-05,FALSE ALARMS,E,22
2011-05,HAZARDS,G,4
2012-10,ACCIDENT INVESTIGATION,K,105
2011-06,"NUISANCE, MISCHIEF",C,16
2012-10,PROWLER,J,7
2013-01,BURGLARY,D,54
2012-10,PROPERTY DAMAGE,L,13
2013-04,PROWLER,K,1
2013-04,LIQUOR VIOLATIONS,W,12
2011-11,BIKE,E,9
2013-05,ARREST,W,7
2013-12,"THREATS, HARASSMENT",C,12
2012-11,LEWD CONDUCT,D,1
2011-01,TRAFFIC RELATED CALLS,C,340
2012-05,OTHER PROPERTY,L,26
2013-10,PROSTITUTION,S,4
2013-04,PROSTITUTION,S,3
2013-10,OTHER PROPERTY,N,42
2013-02,BIKE,L,1
2011-08,HAZARDS,D,11
2011-03,CAR PROWL,G,20
2011-12,FRAUD CALLS,G,13
2013-06,"NUISANCE, MISCHIEF",G,7
2013-01,LIQUOR VIOLATIONS,D,98
2013-02,TRAFFIC RELATED CALLS,C,267
2013-01,BIKE,J,5
2011-07,HAZARDS,K,10
2012-06,ASSAULTS,O,23
2013-02,TRESPASS,W,10
2012-07,HARBOR CALLS,J,1
2011-03,CAR PROWL,U,30
2011-06,OTHER PROPERTY,J,45
2013-07,HOMICIDE,N,1
2011-01,SUSPICIOUS CIRCUMSTANCES,K,432
2013-03,PROSTITUTION,N,32
2012-06,OTHER PROPERTY,R,30
2012-02,TRESPASS,J,12
2011-07,ARREST,D,31
2012-12,"PROPERTY - MISSING, FOUND",R,9
2012-04,FALSE ALARMS,S,52
2011-12,BURGLARY,M,33
2013-10,LIQUOR VIOLATIONS,E,175
2011-12,MENTAL HEALTH,U,21
2012-09,PERSON DOWN/INJURY,S,6
2013-05,"PROPERTY - MISSING, FOUND",F,16
2012-10,HOMICIDE,M,2
2012-04,OTHER PROPERTY,R,22
2013-11,ASSAULTS,U,26
2011-04,OTHER VICE,NULL,1
2012-03,RECKLESS BURNING,E,1
2012-03,BIKE,C,4
2013-07,ACCIDENT INVESTIGATION,W,89
2012-05,PROWLER,L,2
2013-06,"THREATS, HARASSMENT",C,18
2012-03,HAZARDS,N,10
2011-06,"PROPERTY - MISSING, FOUND",M,20
2012-11,ROBBERY,K,15
2013-01,CAR PROWL,N,41
2011-10,SUSPICIOUS CIRCUMSTANCES,U,217
2012-02,MENTAL HEALTH,W,36
2013-10,HOMICIDE,99,1
2013-07,NARCOTICS COMPLAINTS,J,22
2013-07,PROSTITUTION,N,37
2011-09,DRIVE BY (NO INJURY),O,3
2011-03,ANIMAL COMPLAINTS,R,2
2011-05,WEAPONS CALLS,J,1
2013-09,ACCIDENT INVESTIGATION,D,1
2013-01,MISCELLANEOUS MISDEMEANORS,B,2
2011-02,ASSAULTS,Q,11
2013-08,WEAPONS CALLS,S,6
2013-10,HAZARDS,R,13
2013-03,"THREATS, HARASSMENT",L,14
2012-05,ARREST,J,10
2013-04,OTHER PROPERTY,NULL,4
2011-06,DRIVE BY (NO INJURY),G,1
2011-10,ASSAULTS,J,23
2011-06,PROSTITUTION,O,3
2012-05,LEWD CONDUCT,B,3
2012-01,DISTURBANCES,L,154
2013-12,CAR PROWL,B,42
2013-03,DISTURBANCES,K,310
2013-06,"NUISANCE, MISCHIEF",B,22
2013-05,OTHER PROPERTY,J,32
2011-03,DISTURBANCES,M,220
2011-06,"PERSONS - LOST, FOUND, MISSING",Q,5
2011-08,BURGLARY,G,21
2012-05,PROSTITUTION,F,1
2013-12,TRESPASS,O,16
2012-04,SHOPLIFTING,R,10
2013-06,PERSON DOWN/INJURY,J,13
2011-01,OTHER PROPERTY,E,55
2011-12,NARCOTICS COMPLAINTS,M,143
2012-10,BIKE,G,3
2013-06,MISCELLANEOUS MISDEMEANORS,D,8
2012-07,FALSE ALARMS,W,79
2013-01,ASSAULTS,R,5
2013-09,SHOPLIFTING,Q,10
2011-08,ANIMAL COMPLAINTS,C,6
2011-07,HAZARDS,F,14
2011-09,OTHER VICE,G,1
2013-05,"NUISANCE, MISCHIEF",M,76
2012-02,RECKLESS BURNING,O,1
2011-04,MENTAL HEALTH,E,51
2011-08,LIQUOR VIOLATIONS,B,38
2012-06,WEAPONS CALLS,J,2
2012-06,"PROPERTY - MISSING, FOUND",C,24
2013-10,PROSTITUTION,R,1
2013-05,DISTURBANCES,U,278
2012-07,WEAPONS CALLS,N,6
2013-01,LIQUOR VIOLATIONS,R,6
2011-12,OTHER PROPERTY,N,55
2013-07,ANIMAL COMPLAINTS,S,9
2012-10,FRAUD CALLS,S,12
2013-06,TRESPASS,C,31
2013-02,ACCIDENT INVESTIGATION,G,51
2013-06,BURGLARY,L,67
2012-08,RECKLESS BURNING,W,2
2012-02,CAR PROWL,O,32
2011-01,FALSE ALARMS,K,39
2012-06,HAZARDS,O,15
2013-06,"PROPERTY - MISSING, FOUND",NULL,6
2012-01,SUSPICIOUS CIRCUMSTANCES,D,198
2013-04,"NUISANCE, MISCHIEF",NULL,8
2011-11,LIQUOR VIOLATIONS,R,4
2012-10,NARCOTICS COMPLAINTS,D,35
2012-06,RECKLESS BURNING,C,1
2013-11,DISTURBANCES,B,84
2011-04,LEWD CONDUCT,S,1
2013-11,ROBBERY,Q,2
2013-01,"THREATS, HARASSMENT",E,10
2011-01,OTHER PROPERTY,99,1
2013-04,SHOPLIFTING,K,102
2011-06,MENTAL HEALTH,L,33
2012-09,"PERSONS - LOST, FOUND, MISSING",G,10
2012-10,"THREATS, HARASSMENT",U,15
2012-11,MENTAL HEALTH,K,77
2012-01,WEAPONS CALLS,M,1
2011-09,LIQUOR VIOLATIONS,G,13
2012-11,TRAFFIC RELATED CALLS,O,240
2011-10,MISCELLANEOUS MISDEMEANORS,U,32
2013-03,ASSAULTS,K,55
2011-08,DISTURBANCES,W,192
2011-08,WEAPONS CALLS,D,3
2013-10,PERSON DOWN/INJURY,B,4
2013-04,MISCELLANEOUS MISDEMEANORS,D,18
2013-03,AUTO THEFTS,W,26
2012-02,PROPERTY DAMAGE,E,28
2013-05,SUSPICIOUS CIRCUMSTANCES,G,152
2013-10,NARCOTICS COMPLAINTS,M,126
2012-11,ACCIDENT INVESTIGATION,E,85
2011-11,HAZARDS,G,11
2011-11,ARREST,D,16
2011-04,"PERSONS - LOST, FOUND, MISSING",O,4
2012-01,ANIMAL COMPLAINTS,M,1
2013-08,"THREATS, HARASSMENT",M,12
2013-07,BIKE,E,8
2013-04,TRESPASS,E,65
2011-09,ASSAULTS,W,15
2011-06,TRAFFIC RELATED CALLS,J,404
2012-09,BURGLARY,S,35
2012-02,NARCOTICS COMPLAINTS,E,18
2011-06,ANIMAL COMPLAINTS,J,5
2013-10,HAZARDS,U,27
2011-08,OTHER VICE,N,2
2011-05,DISTURBANCES,K,280
2013-11,AUTO THEFTS,D,28
2011-07,TRAFFIC RELATED CALLS,R,177
2011-08,CAR PROWL,R,25
2013-04,ARREST,C,22
2011-09,BURGLARY,S,51
2013-05,ARREST,U,15
2012-08,ACCIDENT INVESTIGATION,M,95
2011-08,DISTURBANCES,N,221
2013-01,ASSAULTS,S,19
2012-05,OTHER VICE,J,1
2012-12,HARBOR CALLS,M,2
2013-03,LIQUOR VIOLATIONS,C,57
2011-04,ACCIDENT INVESTIGATION,S,74
2011-02,PROPERTY DAMAGE,K,13
2011-05,ARREST,N,35
2013-04,MENTAL HEALTH,G,25
2013-10,LIQUOR VIOLATIONS,K,366
2013-12,ARREST,M,9
2013-08,OTHER VICE,E,1
2013-10,WEAPONS CALLS,O,2
2011-05,PERSON DOWN/INJURY,M,16
2013-01,FALSE ALARMS,F,35
2012-02,ANIMAL COMPLAINTS,G,2
2011-10,"PROPERTY - MISSING, FOUND",K,12
2013-11,SUSPICIOUS CIRCUMSTANCES,O,143
2012-02,SHOPLIFTING,M,64
2011-02,NARCOTICS COMPLAINTS,L,12
2013-09,SHOPLIFTING,R,13
2011-02,ARREST,Q,10
2013-05,HAZARDS,N,21
2011-01,NARCOTICS COMPLAINTS,G,26
2013-07,CAR PROWL,Q,61
2013-09,HARBOR CALLS,C,3
2013-06,TRESPASS,U,27
2012-07,AUTO THEFTS,R,24
2012-02,TRAFFIC RELATED CALLS,S,239
2013-08,OTHER PROPERTY,L,40
2011-02,ROBBERY,Q,1
2013-12,"PERSONS - LOST, FOUND, MISSING",L,6
2013-08,LIQUOR VIOLATIONS,R,32
2011-01,ARREST,W,15
2013-06,PROSTITUTION,N,42
2011-06,PROWLER,J,3
2011-09,OTHER PROPERTY,G,26
2012-03,"PERSONS - LOST, FOUND, MISSING",D,3
2011-05,"PROPERTY - MISSING, FOUND",J,17
2011-10,PROWLER,D,1
2011-05,ROBBERY,L,1
2012-06,PROPERTY DAMAGE,S,18
2013-09,SHOPLIFTING,G,50
2013-12,PERSON DOWN/INJURY,W,5
2011-04,CAR PROWL,G,21
2012-09,PERSON DOWN/INJURY,M,35
2013-10,ANIMAL COMPLAINTS,C,2
2011-10,ASSAULTS,E,37
2012-12,SHOPLIFTING,K,90
2011-05,AUTO THEFTS,B,18
2012-08,ROBBERY,R,14
2012-11,"PERSONS - LOST, FOUND, MISSING",D,3
2011-07,TRAFFIC RELATED CALLS,D,300
2013-07,OTHER PROPERTY,R,28
2012-10,MISCELLANEOUS MISDEMEANORS,D,12
2011-11,"PROPERTY - MISSING, FOUND",G,9
2012-10,"PROPERTY - MISSING, FOUND",D,18
2011-02,ANIMAL COMPLAINTS,Q,2
2013-06,MENTAL HEALTH,K,57
2012-10,ACCIDENT INVESTIGATION,W,70
2011-12,NARCOTICS COMPLAINTS,N,15
2012-12,NARCOTICS COMPLAINTS,R,6
2011-01,AUTO THEFTS,S,28
2012-01,OTHER PROPERTY,NULL,1
2011-08,PROPERTY DAMAGE,S,21
2011-09,PROWLER,R,1
2013-01,FAILURE TO REGISTER (SEX OFFENDER),G,1
2012-06,ANIMAL COMPLAINTS,B,4
2011-07,CAR PROWL,O,37
2013-11,ASSAULTS,S,19
2012-10,SHOPLIFTING,NULL,1
2011-02,MISCELLANEOUS MISDEMEANORS,B,1
2011-02,ASSAULTS,M,47
2013-06,ASSAULTS,NULL,2
2013-02,PROPERTY DAMAGE,R,15
2013-10,PROSTITUTION,M,2
2011-08,BIKE,U,4
2013-03,"THREATS, HARASSMENT",N,21
2013-06,MISCELLANEOUS MISDEMEANORS,F,3
2011-09,TRAFFIC RELATED CALLS,C,253
2011-02,"THREATS, HARASSMENT",L,17
2011-07,AUTO THEFTS,E,33
2012-08,SUSPICIOUS CIRCUMSTANCES,L,238
2011-12,DRIVE BY (NO INJURY),R,2
2013-05,AUTO THEFTS,D,35
2012-06,"PERSONS - LOST, FOUND, MISSING",S,16
2013-03,ANIMAL COMPLAINTS,B,3
2013-08,ACCIDENT INVESTIGATION,N,93
2013-03,LIQUOR VIOLATIONS,U,20
2012-09,MISCELLANEOUS MISDEMEANORS,U,28
2013-12,OTHER PROPERTY,G,25
2013-03,PROPERTY DAMAGE,E,31
2011-04,ROBBERY,99,3
2012-11,SUSPICIOUS CIRCUMSTANCES,J,197
2011-06,ASSAULTS,D,33
2012-06,PROWLER,M,1
2012-11,AUTO THEFTS,J,45
2013-03,"PROPERTY - MISSING, FOUND",F,6
2013-10,MENTAL HEALTH,R,23
2012-03,HARBOR CALLS,Q,1
2012-02,"NUISANCE, MISCHIEF",D,104
2012-03,DISTURBANCES,M,316
2012-12,MENTAL HEALTH,C,38
2013-06,SUSPICIOUS CIRCUMSTANCES,M,192
2012-11,AUTO THEFTS,C,27
2012-02,PERSON DOWN/INJURY,J,6
2012-04,SUSPICIOUS CIRCUMSTANCES,F,204
2013-10,AUTO THEFTS,J,63
2013-09,SUSPICIOUS CIRCUMSTANCES,B,253
2011-09,"PROPERTY - MISSING, FOUND",K,19
2011-07,BIKE,C,6
2011-11,ROBBERY,D,9
2013-09,ACCIDENT INVESTIGATION,M,2
2011-06,AUTO THEFTS,B,19
2013-12,ANIMAL COMPLAINTS,E,2
2011-11,BIKE,G,2
2013-08,LIQUOR VIOLATIONS,U,31
2012-07,FALSE ALARMS,N,44
2011-05,MENTAL HEALTH,N,48
2011-02,TRAFFIC RELATED CALLS,D,198
2013-02,ACCIDENT INVESTIGATION,R,58
2013-01,CAR PROWL,C,37
2013-06,SHOPLIFTING,M,93
2012-12,FRAUD CALLS,S,8
2011-10,PERSON DOWN/INJURY,U,7
2012-09,OTHER PROPERTY,W,40
2013-09,"NUISANCE, MISCHIEF",Q,30
2013-08,PROWLER,C,1
2011-04,BIKE,O,4
2013-09,ROBBERY,R,6
2013-07,LIQUOR VIOLATIONS,F,8
2011-09,MISCELLANEOUS MISDEMEANORS,M,9
2013-06,BURGLARY,J,39
2012-10,HARBOR CALLS,U,2
2011-07,LIQUOR VIOLATIONS,O,244
2012-08,MENTAL HEALTH,Q,32
2011-03,ANIMAL COMPLAINTS,Q,4
2011-01,PROWLER,U,5
2013-05,SUSPICIOUS CIRCUMSTANCES,R,183
2011-03,PERSON DOWN/INJURY,E,7
2011-01,FRAUD CALLS,M,11
2011-05,WEAPONS CALLS,G,5
2012-09,MISCELLANEOUS MISDEMEANORS,J,4
2013-11,PERSON DOWN/INJURY,S,1
2012-06,AUTO THEFTS,S,41
2013-11,MISCELLANEOUS MISDEMEANORS,K,17
2012-07,ROBBERY,O,11
2013-07,FRAUD CALLS,N,16
2012-08,DRIVE BY (NO INJURY),F,1
2012-12,MISCELLANEOUS MISDEMEANORS,U,5
2013-07,DISTURBANCES,D,208
2013-10,BURGLARY,R,47
2013-12,ANIMAL COMPLAINTS,L,1
2012-09,TRESPASS,K,64
2012-06,"PROPERTY - MISSING, FOUND",U,13
2012-03,ROBBERY,F,4
2013-07,SHOPLIFTING,F,13
2011-12,NARCOTICS COMPLAINTS,B,9
2011-10,FRAUD CALLS,Q,24
2013-02,CAR PROWL,F,26
2013-09,PROSTITUTION,C,1
2012-06,ASSAULTS,D,37
2013-12,HAZARDS,E,6
2013-03,OTHER PROPERTY,S,25
2012-11,NARCOTICS COMPLAINTS,B,9
2013-02,SHOPLIFTING,B,17
2012-12,PERSON DOWN/INJURY,B,7
2012-10,FALSE ALARMS,G,64
2013-09,BURGLARY,J,50
2013-07,WEAPONS CALLS,U,4
2011-05,"PROPERTY - MISSING, FOUND",U,12
2012-08,ROBBERY,L,1
2013-11,HAZARDS,J,51
2013-01,SHOPLIFTING,Q,13
2011-09,ROBBERY,R,12
2012-04,OTHER PROPERTY,J,44
2013-09,PROWLER,J,4
2012-02,TRAFFIC RELATED CALLS,M,238
2012-07,PROSTITUTION,E,6
2011-03,"NUISANCE, MISCHIEF",N,32
2012-09,PERSON DOWN/INJURY,W,10
2011-03,PERSON DOWN/INJURY,O,6
2013-09,MISCELLANEOUS MISDEMEANORS,J,2
2013-05,RECKLESS BURNING,U,1
2013-11,SUSPICIOUS CIRCUMSTANCES,Q,141
2012-04,ROBBERY,O,7
2013-10,FRAUD CALLS,D,24
2012-02,DRIVE BY (NO INJURY),O,1
2013-07,ASSAULTS,R,10
2013-05,OTHER PROPERTY,99,2
2013-07,AUTO THEFTS,O,38
2013-12,ARREST,K,30
2013-04,DISTURBANCES,B,133
2012-12,PROPERTY DAMAGE,K,19
2012-04,TRAFFIC RELATED CALLS,L,120
2011-05,SHOPLIFTING,F,8
2012-02,AUTO THEFTS,S,31
2011-06,PROWLER,D,2
2013-01,LIQUOR VIOLATIONS,W,5
2012-04,"PROPERTY - MISSING, FOUND",U,13
2012-07,ASSAULTS,M,58
2012-11,TRESPASS,R,14
2011-05,ACCIDENT INVESTIGATION,M,95
2012-07,AUTO THEFTS,O,38
2011-01,ROBBERY,Q,5
2013-11,"PERSONS - LOST, FOUND, MISSING",J,2
2012-05,LIQUOR VIOLATIONS,K,434
2013-07,LEWD CONDUCT,N,2
2013-02,OTHER PROPERTY,K,45
2011-02,PROSTITUTION,G,5
2012-01,SUSPICIOUS CIRCUMSTANCES,99,2
2013-06,DRIVE BY (NO INJURY),R,2
2013-05,ANIMAL COMPLAINTS,G,4
2011-10,HAZARDS,R,7
2012-06,SUSPICIOUS CIRCUMSTANCES,Q,180
2013-05,SUSPICIOUS CIRCUMSTANCES,D,177
2012-07,"PROPERTY - MISSING, FOUND",R,6
2012-03,"PERSONS - LOST, FOUND, MISSING",B,5
2011-09,DRIVE BY (NO INJURY),S,4
2012-01,PERSON DOWN/INJURY,E,4
2013-07,ANIMAL COMPLAINTS,L,7
2011-11,OTHER PROPERTY,N,34
2011-05,TRESPASS,C,21
2011-04,PROPERTY DAMAGE,R,8
2013-05,SUSPICIOUS CIRCUMSTANCES,Q,178
2012-07,OTHER PROPERTY,U,33
2011-05,ROBBERY,W,7
2012-05,ARREST,E,28
2013-11,BURGLARY,J,45
2012-10,LEWD CONDUCT,U,4
2013-12,PROWLER,C,3
2012-07,ROBBERY,K,33
2011-07,ROBBERY,U,7
2011-10,LEWD CONDUCT,B,5
2012-05,SUSPICIOUS CIRCUMSTANCES,K,208
2013-02,AUTO THEFTS,D,34
2012-09,DISTURBANCES,R,149
2013-06,MENTAL HEALTH,M,69
2011-01,LIQUOR VIOLATIONS,Q,62
2011-04,ARREST,G,30
2011-09,"NUISANCE, MISCHIEF",M,108
2012-08,MENTAL HEALTH,NULL,1
2012-10,ROBBERY,J,1
2011-08,PROWLER,F,1
2011-05,LIQUOR VIOLATIONS,O,195
2013-10,NARCOTICS COMPLAINTS,W,10
2013-02,SHOPLIFTING,C,13
2011-10,ARREST,C,10
2012-11,FRAUD CALLS,C,14
2011-08,"THREATS, HARASSMENT",E,17
2011-03,PROPERTY DAMAGE,N,20
2011-11,ASSAULTS,W,6
2013-08,HOMICIDE,NULL,1
2011-05,LEWD CONDUCT,G,3
2011-05,PERSON DOWN/INJURY,D,20
2011-09,"PERSONS - LOST, FOUND, MISSING",N,13
2012-04,FALSE ALARMS,W,79
2013-05,PROPERTY DAMAGE,R,20
2013-08,OTHER PROPERTY,R,29
2012-07,PROWLER,K,2
2012-03,HARBOR CALLS,C,2
2011-10,AUTO THEFTS,U,33
2012-08,MENTAL HEALTH,R,23
2012-07,PROPERTY DAMAGE,G,21
2011-03,ROBBERY,L,5
2013-03,FAILURE TO REGISTER (SEX OFFENDER),S,1
2011-03,AUTO THEFTS,C,24
2012-01,TRESPASS,R,15
2013-11,DISTURBANCES,Q,82
2011-08,SUSPICIOUS CIRCUMSTANCES,O,198
2013-08,PERSON DOWN/INJURY,G,5
2011-08,PROWLER,N,1
2013-07,WEAPONS CALLS,J,2
2012-03,FALSE ALARMS,E,14
2012-04,PERSON DOWN/INJURY,G,2
2011-05,"PROPERTY - MISSING, FOUND",R,7
2012-05,BURGLARY,L,42
2012-11,DRIVE BY (NO INJURY),S,1
2013-01,DISTURBANCES,M,295
2011-12,PERSON DOWN/INJURY,N,15
2012-12,DISTURBANCES,Q,125
2013-06,SUSPICIOUS CIRCUMSTANCES,K,148
2013-06,AUTO THEFTS,K,11
2013-05,OTHER PROPERTY,F,33
2011-06,DRIVE BY (NO INJURY),U,1
2013-06,ACCIDENT INVESTIGATION,K,99
2013-01,ARREST,M,72
2013-03,ROBBERY,K,15
2013-02,DISTURBANCES,N,146
2013-01,ACCIDENT INVESTIGATION,R,81
2013-01,ROBBERY,K,19
2011-03,AUTO THEFTS,G,6
2011-11,"THREATS, HARASSMENT",M,16
2012-09,PROSTITUTION,K,1
2011-08,SUSPICIOUS CIRCUMSTANCES,B,280
2013-12,PROSTITUTION,K,1
2012-01,PROPERTY DAMAGE,O,24
2013-05,"THREATS, HARASSMENT",L,17
2013-02,AUTO THEFTS,O,26
2013-10,SUSPICIOUS CIRCUMSTANCES,O,158
2013-03,BURGLARY,O,18
2013-11,PROWLER,W,3
2013-12,WEAPONS CALLS,L,3
2011-04,CAR PROWL,B,25
2012-11,"PERSONS - LOST, FOUND, MISSING",R,5
2013-05,ASSAULTS,R,12
2012-10,"THREATS, HARASSMENT",E,14
2012-01,ACCIDENT INVESTIGATION,R,92
2011-06,ASSAULTS,O,23
2012-01,HAZARDS,C,18
2013-05,SUSPICIOUS CIRCUMSTANCES,C,248
2011-06,MISCELLANEOUS MISDEMEANORS,B,4
2013-08,DISTURBANCES,Q,185
2013-10,AUTO THEFTS,NULL,1
2012-07,HAZARDS,L,13
2012-08,ASSAULTS,D,25
2013-10,ANIMAL COMPLAINTS,J,4
2012-02,ANIMAL COMPLAINTS,K,1
2012-06,TRAFFIC RELATED CALLS,S,282
2012-07,CAR PROWL,J,81
2013-08,"PERSONS - LOST, FOUND, MISSING",Q,2
2013-06,MENTAL HEALTH,Q,17
2011-09,PROWLER,C,4
2012-11,AUTO THEFTS,Q,24
2012-02,AUTO THEFTS,N,40
2012-03,LEWD CONDUCT,M,2
2011-06,ASSAULTS,99,1
2012-05,ASSAULTS,J,20
2011-09,SHOPLIFTING,B,26
2012-03,HAZARDS,F,9
2013-01,TRAFFIC RELATED CALLS,L,112
2013-12,OTHER PROPERTY,D,46
2012-04,MISCELLANEOUS MISDEMEANORS,R,9
2013-02,HAZARDS,C,4
2012-05,SUSPICIOUS CIRCUMSTANCES,L,227
2011-01,PERSON DOWN/INJURY,W,2
2011-05,TRESPASS,L,14
2012-12,PERSON DOWN/INJURY,E,9
2011-06,WEAPONS CALLS,F,6
2013-07,DISTURBANCES,B,199
2012-07,"PERSONS - LOST, FOUND, MISSING",M,6
2011-08,"PROPERTY - MISSING, FOUND",B,17
2013-11,HAZARDS,D,28
2012-02,SHOPLIFTING,J,8
2012-04,PROWLER,J,3
2012-10,SHOPLIFTING,O,15
2013-09,BIKE,K,8
2012-02,PERSON DOWN/INJURY,G,5
2012-11,FRAUD CALLS,D,13
2011-02,FRAUD CALLS,L,16
2011-12,ARREST,99,14
2011-04,DISTURBANCES,K,271
2013-09,MISCELLANEOUS MISDEMEANORS,D,13
2011-05,LEWD CONDUCT,F,1
2011-03,SUSPICIOUS CIRCUMSTANCES,S,177
2012-03,OTHER PROPERTY,J,25
2011-07,DRIVE BY (NO INJURY),D,1
2013-06,LEWD CONDUCT,B,1
2011-09,"PERSONS - LOST, FOUND, MISSING",M,13
2011-06,TRAFFIC RELATED CALLS,F,157
2011-01,BURGLARY,E,37
2013-08,PERSON DOWN/INJURY,F,8
2012-07,WEAPONS CALLS,E,6
2012-07,"PERSONS - LOST, FOUND, MISSING",R,12
2011-06,MENTAL HEALTH,Q,38
2013-04,ANIMAL COMPLAINTS,Q,5
2013-02,LEWD CONDUCT,M,4
2012-05,SHOPLIFTING,B,15
2013-07,HARBOR CALLS,W,1
2013-08,LIQUOR VIOLATIONS,K,372
2013-01,"NUISANCE, MISCHIEF",J,27
2012-03,LEWD CONDUCT,C,2
2011-07,NARCOTICS COMPLAINTS,B,4
2013-01,"NUISANCE, MISCHIEF",C,13
2011-12,AUTO THEFTS,G,13
2012-11,FALSE ALARMS,M,37
2011-10,MENTAL HEALTH,O,19
2011-11,CAR PROWL,R,35
2011-06,"PERSONS - LOST, FOUND, MISSING",99,1
2013-07,TRAFFIC RELATED CALLS,L,164
2011-03,NARCOTICS COMPLAINTS,J,17
2012-12,DRIVE BY (NO INJURY),S,3
2012-07,DISTURBANCES,J,246
2013-04,ASSAULTS,D,33
2013-06,ACCIDENT INVESTIGATION,L,85
2013-11,PERSON DOWN/INJURY,E,7
2012-05,NARCOTICS COMPLAINTS,U,25
2011-07,"PROPERTY - MISSING, FOUND",D,23
2013-04,ROBBERY,C,6
2013-12,"NUISANCE, MISCHIEF",E,19
2011-09,ACCIDENT INVESTIGATION,F,66
2013-05,ASSAULTS,D,38
2011-05,"NUISANCE, MISCHIEF",NULL,1
2013-02,"PERSONS - LOST, FOUND, MISSING",N,8
2013-07,ANIMAL COMPLAINTS,N,11
2011-06,DISTURBANCES,U,248
2013-01,ACCIDENT INVESTIGATION,S,73
2011-11,PERSON DOWN/INJURY,M,20
2012-08,HAZARDS,M,16
2013-05,NARCOTICS COMPLAINTS,L,5
2013-07,PROWLER,E,1
2012-06,AUTO THEFTS,U,29
2013-04,FRAUD CALLS,C,10
2012-03,"PERSONS - LOST, FOUND, MISSING",Q,3
2011-07,WEAPONS CALLS,M,4
2012-12,DISTURBANCES,G,105
2012-11,MENTAL HEALTH,U,39
2011-03,ANIMAL COMPLAINTS,S,5
2012-02,CAR PROWL,E,35
2012-03,LIQUOR VIOLATIONS,K,595
2011-08,DRIVE BY (NO INJURY),L,1
2013-11,TRESPASS,B,13
2013-10,HAZARDS,H,1
2012-03,FALSE ALARMS,O,72
2012-03,HAZARDS,G,6
2012-04,CAR PROWL,L,42
2012-03,FALSE ALARMS,L,64
2013-09,PERSON DOWN/INJURY,B,10
2011-04,"PERSONS - LOST, FOUND, MISSING",Q,4
2013-09,"PERSONS - LOST, FOUND, MISSING",F,12
2012-10,BURGLARY,S,43
2013-10,NARCOTICS COMPLAINTS,Q,2
2013-08,OTHER VICE,N,2
2012-02,FALSE ALARMS,R,55
2011-08,SHOPLIFTING,99,2
2012-07,PROPERTY DAMAGE,E,27
2013-10,"THREATS, HARASSMENT",S,17
2013-06,ACCIDENT INVESTIGATION,E,74
2011-11,HAZARDS,L,9
2013-10,SHOPLIFTING,J,7
2011-07,BIKE,NULL,1
2011-10,LEWD CONDUCT,N,2
2011-04,WEAPONS CALLS,G,2
2011-06,ANIMAL COMPLAINTS,C,4
2013-03,ASSAULTS,R,7
2011-02,MENTAL HEALTH,J,20
2011-01,DISTURBANCES,E,167
2011-05,ACCIDENT INVESTIGATION,O,94
2011-06,BIKE,J,3
2011-06,TRESPASS,M,99
2013-12,"NUISANCE, MISCHIEF",L,3
2013-08,"PERSONS - LOST, FOUND, MISSING",G,5
2013-01,FALSE ALARMS,99,1
2013-01,WEAPONS CALLS,E,3
2011-10,PROPERTY DAMAGE,F,13
2011-10,ARREST,M,32
2013-08,MISCELLANEOUS MISDEMEANORS,K,23
2011-08,SUSPICIOUS CIRCUMSTANCES,U,255
2011-07,FRAUD CALLS,F,9
2011-03,BURGLARY,Q,44
2013-04,PERSON DOWN/INJURY,S,7
2013-04,NARCOTICS COMPLAINTS,Q,13
2013-08,DISTURBANCES,O,119
2013-12,"PROPERTY - MISSING, FOUND",M,13
2013-01,FRAUD CALLS,G,7
2011-03,PROPERTY DAMAGE,D,19
2013-11,BURGLARY,W,37
2011-07,PROSTITUTION,G,5
2011-06,ASSAULTS,N,23
2012-01,ROBBERY,J,1
2012-01,HAZARDS,J,11
2013-08,PROPERTY DAMAGE,G,22
2012-02,LIQUOR VIOLATIONS,F,6
2011-11,ARREST,B,5
2013-01,SHOPLIFTING,G,32
